plaintext, ciphertext
BCKWUPJGQSSMJSBUWHJDMHEYMEDXGWQMEHNEOORDXNASMYVDESDHVFYADHCKVKNPUJDUQEJYN, YZHTRMGDNPPJGPYRTEGAJEBVJBAUDTNJBEKBLLOAUKXPJVSABPAESCVXAEZHSHKMRGARNBGVK
GZTELCCSKDXAFNXVLBZANXTIVSXAZHKKZZLLHVURBSWEBLKNZGEJLWOSMIFGGIWNOUQHZOLCMTOOGPQIRHXPXIUETOPULTGYXLKGVZQKQPNMAVXFKOWCEAWE, KDXIPGGWOHBEJRBZPFDERBXMZWBEDLOODDPPLZYVFWAIFPORDKINPASWQMJKKMARSYULDSPGQXSSKTUMVLBTBMYIXSTYPXKCBPOKZDUOUTRQEZBJOSAGIEAI
GJIHYYNBAMQSCQNPXPHYJVYUNNWEAKAHZJMSOBPPDPSVMJBDUQLHHUHRDUKJSDHPAVHAUSWRWKDTQUMYBORQYTBSAHYJPIPVBJXFABVBFOFYOQRJK, JMLKBBQEDPTVFTQSASKBMYBXQQZHDNDKCMPVRESSGSVYPMEGXTOKKXKUGXNMVGKSDYKDXVZUZNGWTXPBERUTBWEVDKBMSLSYEMAIDEYEIRIBRTUMN
WRMERGCIMINHLJAPZQCLVJCGVFNXHFRAIOTFHQRCDYUKOHMFYUYHXAZGNQPMQPHYWRXJGCAEDXBXYWZYPTNTCGRCRMXUNGMVLUJN, HCXPCRNTXTYSWULAKBNWGUNRGQYISQCLTZEQSBCNOJFVZSXQJFJSILKRYBAXBASJHCIURNLPOIMIJHKJAEYENRCNCXIFYRXGWFUY
GDCAZJQSHJHVBFUYBIRPFGGRSPPAEACANILQJKKFPMWWOAPBFJZIPUASRHONWIDUYXNBZFYTDMQJAZIYBESFTVHGMNWPROXYNEZOPMSIMVLJEOAHFEJMTMCWCU, GDCAZJQSHJHVBFUYBIRPFGGRSPPAEACANILQJKKFPMWWOAPBFJZIPUASRHONWIDUYXNBZFYTDMQJAZIYBESFTVHGMNWPROXYNEZOPMSIMVLJEOAHFEJMTMCWCU
HAWOIFKFHUNFDSWGBZXUESDBMZCHIWPKHIIECNXWPNBSO, QJFXROTOQDWOMBFPKIGDNBMKVILQRFYTQRRNLWGFYWKBX
FLTGVZOFJWVCDRJJWJVCFSRZHJOANRAIFQZCKCQLLOVPHPKSXSPFZKOJEGXEXKWXLUXUAJVINIXQLKTHOMPIGRJBLBQUXTZVADEGJJQBRXUEAEYZPXDYEMGADEEPI, BHPCRVKBFSRYZNFFSFRYBONVDFKWJNWEBMVYGYMHHKRLDLGOTOLBVGKFACTATGSTHQTQWFREJETMHGPDKILECNFXHXMQTPVRWZACFFMXNTQAWAUVLTZUAICWZAALE
STBWEHBWAWARHEWKDMDAXODRYBMDLEGNQDQUSMXNKFHVRCFPBFOAPGTOMFCRO, NOWRZCWRVRVMCZRFYHYVSJYMTWHYGZBILYLPNHSIFACQMXAKWAJVKBOJHAXMJ
FJCZRDOPURTTHLNYCBJTCTCMZXMGJUNUBCGWVMBNTWOFBUTAJEMLRPVGNTSERNXGJRGMIIX, GKDASEPQVSUUIMOZDCKUDUDNAYNHKVOVCDHXWNCOUXPGCVUBKFNMSQWHOUTFSOYHKSHNJJY
IFLJRXRROYCVDMKQIUDHQYORJKLOVHGXEPWFXSFIZEMEXKFKIJGFPVIHNPECRAGIDBJRCAKGCQSYTUWOECLGIOKDKACDKTPHCPLKWXERXXRBMDXHDJYT, URXVDJDDAKOHPYWCUGPTCKADVWXAHTSJQBIRJERULQYQJWRWUVSRBHUTZBQODMSUPNVDOMWSOCEKFGIAQOXSUAWPWMOPWFBTOBXWIJQDJJDNYPJTPVKF
PSYOQMWZRUDCABU, JMSIKGQTLOXWUVO
JTGAECWYUSECERAPXLOXAWJYLZSOULYWDBUZXOBPGLLIAOHRBFVHB, AKXRVTNPLJVTVIRGOCFORNAPCQJFLCPNUSLQOFSGXCCZRFYISWMYS
WMZNTQPOBMTBESUGTCGFXVWQWUKNJTHYEVVYCSQGMRIELSSYALUTWGDAT, YOBPVSRQDOVDGUWIVEIHZXYSYWMPLVJAGXXAEUSIOTKGNUUACNWVYIFCV
EYETSGJUYUJOCAHFLCI, NHNCBPSDHDSXLJQOULR
OODCCHYNVMT, YYNMMRIXFWD
OETBCKBFIKMPPQFQNHIXFIKMEMYDAMGLOMBOSOPJJXTUWUJOMPQBWVRUYXLWTYAAPBKQTFCKDXIPJUKVBTPRVHAWJIARLRKQJXDLCFVRNWGIZFSQLGZITUAKJZ, XNCKLTKORTVYYZOZWQRGORTVNVHMJVPUXVKXBXYSSGCDFDSXVYZKFEADHGUFCHJJYKTZCOLTMGRYSDTEKCYAEQJFSRJAUATZSGMULOEAWFPRIOBZUPIRCDJTSI
JSNUPRGKHCWYCFXJHAZENXU, AJELGIXBYTNPTWOAYRQVEOL
XCJRYDHBXMVMQPAWPLXVIMXKCUIYNCLZTXZLCDRQFDDE, MRYGNSWQMBKBFEPLEAMKXBMZRJXNCRAOIMOARSGFUSST
PXYQSRCJJRCKSTUUWJYNNHBWGHRZPVSSATABPOKCQXOURGWGZNUZLUWAEXPNRKKWUQTSDCBECBGMTTOZHQFBBZOVDKQEHDEECJWIKOYOKUWLAAJZVGCSBNK, OWXPRQBIIQBJRSTTVIXMMGAVFGQYOURRZSZAONJBPWNTQFVFYMTYKTVZDWOMQJJVTPSRCBADBAFLSSNYGPEAAYNUCJPDGCDDBIVHJNXNJTVKZZIYUFBRAMJ
CIGZJYOXBEKFSYCHMXWDMESHAPQYPQLIEXXKQGUPBJLJLSNYOCBGJIQVTEIDDVOEIIVSAT, PVTMWLBKORXSFLPUZKJQZRFUNCDLCDYVRKKXDTHCOWYWYFALBPOTWVDIGRVQQIBRVVIFNG
LNIEVKNJXJKOMOAXYCQGUITLSJYSENLVFWSODNNIZSAETTBIPNVBJTRHHUELQKHQNIGGICTJLXGRCIEWY, IKFBSHKGUGHLJLXUVZNDRFQIPGVPBKISCTPLAKKFWPXBQQYFMKSYGQOEERBINHENKFDDFZQGIUDOZFBTV
QBVYOTMAIIYIUFNLZILCOPOHWARHSRNLVIFRXXARQJTPTNPWJLHVCIUMLILXZHHYHMWXCEBPDIVHBRCDXVNTQGXPCWGDZMPUD, UFZCSXQEMMCMYJRPDMPGSTSLAEVLWVRPZMJVBBEVUNXTXRTANPLZGMYQPMPBDLLCLQABGIFTHMZLFVGHBZRXUKBTGAKHDQTYH
EJJDLSGXSNYOUIVFBKLZTQNTXZMWZKYHHVHUXATWRRWEZHGMNJWHIYHWUENNECUZFSVTSBGUSRAWMOBDTLULIKBBQDQFHRIGXGJLMKAMDJABKASABXCHOGEYDHGBEZ, UZZTBIWNIDOEKYLVRABPJGDJNPCMPAOXXLXKNQJMHHMUPXWCDZMXYOXMKUDDUSKPVILJIRWKIHQMCERTJBKBYARRGTGVXHYWNWZBCAQCTZQRAQIQRNSXEWUOTXWRUP
LGQLLNTMYSFMAYVZMFEEF, OJTOOQWPBVIPDBYCPIHHI
MFUWOKPTTFIMLEHTZFXFXQUJWLJ, VODFXTYCCORVUNQCIOGOGZDSFUS
PFGGQLHGYITXVHHMHTUGUSJKIBRWWOCXWYNSTIPOCDILLPDIGZ, TJKKUPLKCMXBZLLQLXYKYWNOMFVAASGBACRWXMTSGHMPPTHMKD
WPOQOSLNTHGRBNLKQPQZOJFEZHAHQAIBZPTXCUYAZKEEQMFHTAKIKRLQBPWVJVWEXIIZBLIRELWWFHPPIKHDQAJNMLZBFZACYHBUAGPZAPDIOMWEWLRKHHMHEQWC, MFEGEIBDJXWHRDBAGFGPEZVUPXQXGQYRPFJNSKOQPAUUGCVXJQAYAHBGRFMLZLMUNYYPRBYHUBMMVXFFYAXTGQZDCBPRVPQSOXRKQWFPQFTYECMUMBHAXXCXUGMS
GRXEUHLIYGQFVLJUXKBJZOYCDYJRFNETPDSMJPEGMQJOZACPTXOKBYXKIPTRCRKXFVAFYMQFKQUHVTZVVLALXXNVUWZLTJLEMODLHW, OZFMCPTQGOYNDTRCFSJRHWGKLGRZNVMBXLAURXMOUYRWHIKXBFWSJGFSQXBZKZSFNDINGUYNSYCPDBHDDTITFFVDCEHTBRTMUWLTPE
UMMJJPDLZZUGCARZZWVVBSVAECJMDVXZE, MEEBBHVDRRMYUSJRRONNTKNSWUBEVNPRW
PTIVXLNUZPNBNSZLPMLANTGXOXEHLERVWXQYEVITAEQVIEBMIIKVBXGRDCBDGJOILYKSDTTJIPMVMNRHXVOAKKUGTUTZVPGBH, FJYLNBDKPFDRDIPBFCBQDJWNENUXBUHLMNGOULYJQUGLYURCYYALRNWHTSRTWZEYBOAITJJZYFCLCDHXNLEQAAKWJKJPLFWRX
DEKK, VWCC
YHHPUEDJPTCMIUAGWS, RAAINXWCIMVFBNTZPL
FQECFQIDZNLFZYGAVSMNZKLETBYNCCNMTXWFAAPMQAXUPTSULIUGNEPFJHNPWIKIIFLCJPOTLZRHXEOIECBYAFHTCNPGWYFLKCGQIQURPOQRNLKXZY, TESQTEWRNBZTNMUOJGABNYZSHPMBQQBAHLKTOODAEOLIDHGIZWIUBSDTXVBDKWYWWTZQXDCHZNFVLSCWSQPMOTVHQBDUKMTZYQUEWEIFDCEFBZYLNM
ILFLSFOYGPKZKXFYYLRTDRNROETYIGQSHEIJTTZJNGCCPKPXWSSXCHTANAQAKMDAXWUBNKB, UXRXERAKSBWLWJRKKXDFPDZDAQFKUSCETQUVFFLVZSOOBWBJIEEJOTFMZMCMWYPMJIGNZWN
LURHXIRKKBXQRTLUIDVPVSMFQDLFWXIMQGWWWELBXKSTRZUFSHZUWDLXQFQCBAXQGMKPIMGSCTDGMBAVKYJFEFZGEHTJXQWHPEHOVUCPPPGENYJQLQMRL, XGDTJUDWWNJCDFXGUPHBHEYRCPXRIJUYCSIIIQXNJWEFDLGRETLGIPXJCRCONMJCSYWBUYSEOFPSYNMHWKVRQRLSQTFVJCITBQTAHGOBBBSQZKVCXCYDX
MDIGLQDDTFQZVOBA, OFKINSFFVHSBXQDC
CXHTONWTJPLPRTUUJGH, YTDPKJSPFLHLNPQQFCD
YRWG, FYDN
VNPTPWMGMUKMIMGBFNWOVTUOWREXDBPXOJ, UMOSOVLFLTJLHLFAEMVNUSTNVQDWCAOWNI
FZYJHFLUKNXVSWGTGORGOYMCAZKYNGUNBOBHOJHLISZYVFAXBKXPMMDRIMXBLFIJJGUOQEAOBGQZTMMNS, QKJUSQWFVYIGDHRERZCRZJXNLKVJYRFYMZMSZUSWTDKJGQLIMVIAXXOCTXIMWQTUURFZBPLZMRBKEXXYD
HJXINWHYLMXKRZWBRSLMDSRFJJOGKEEJLGBGMQMPQPJPQJDCOAPUXCFWJLBTKORJVGQJUDTWKNMQYMBKRTOYZFWTQIDOEWFHGDCFRSAUSEQB, ZBPAFOZQDEPCJROTJKDEVKJXBBGYCWWBDYTYEIEHIHBHIBVUGSHMPUXOBDTLCGJBNYIBMVLOCFEIQETCJLGQRXOLIAVGWOXZYVUXJKSMKWIT
EOFTWJIUBPHWHWMLJQEEPBXETPRJAZM, PZQEHUTFMASHSHXWUBPPAMIPEACULKX
BZCQYTDLIFUAFIIWWKHMRQHTSKHGPKCJPLUGHACWMJUKCBACTQPFUJMTYHTFVMWPLUIVNAUALLZZIMDRUURELKIWOACNASRYD, XVYMUPZHEBQWBEESSGDINMDPOGDCLGYFLHQCDWYSIFQGYXWYPMLBQFIPUDPBRISLHQERJWQWHHVVEIZNQQNAHGESKWYJWONUZ
WNOFDRWXUXWVRUZSCGLUKLPPNFOXBCTPIIXKAEECNPRXYHDHUYIOPTYYRUYDOZNKBPFETRRGYNAXNNZBUCTZUCNYPWPYDVLIZHEHWTMHXBAWNMBFSYPXZIWTARTSCYF, XOPGESXYVYXWSVATDHMVLMQQOGPYCDUQJJYLBFFDOQSYZIEIVZJPQUZZSVZEPAOLCQGFUSSHZOBYOOACVDUAVDOZQXQZEWMJAIFIXUNIYCBXONCGTZQYAJXUBSUTDZG
YESEATFYDJKRZAGEPMARIXEIQBDMIFDUCZAHYZFQZXXKPQKFQOUNHIYLPTGEEYWUQVVINNMWHXYEPCRRJLRDUMWGHWNOYZNRXPQEXLCMVHKCHYNZFP, QWKWSLXQVBCJRSYWHESJAPWAITVEAXVMURSZQRXIRPPCHICXIGMFZAQDHLYWWQOMINNAFFEOZPQWHUJJBDJVMEOYZOFGQRFJPHIWPDUENZCUZQFRXH
GDUMHDLPCCPNKTAQLCMWSBWKSJUANHZHLHKIHFOQLUYKUJKKDLNSGWEAFGCSJZTVPRNRYB, AXOGBXFJWWJHENUKFWGQMVQEMDOUHBTBFBECBZIKFOSEODEEXFHMAQYUZAWMDTNPJLHLSV
AXFHXOJQQDIAKMBQGLJOSCYYXORMJGDXPWHPVPCCHOICQXSZKKSRUUYZGODNSHL, KHPRHYTAANSKUWLAQVTYCMIIHYBWTQNHZGRZFZMMRYSMAHCJUUCBEEIJQYNXCRV
PROSTAZDEAHPMKZNVWR, SURVWDCGHDKSPNCQYZU
OQJGOJOYBZZCSUHLOWZURNKAJVEERCRCKLCQLNR, PRKHPKPZCAADTVIMPXAVSOLBKWFFSDSDLMDRMOS
XJMUNMEERYEMAHMSMDUMETYNADELVRRML, EQTBUTLLYFLTHOTZTKBTLAFUHKLSCYYTS
FDTXXIOLCYCZEPXPWTTPMXDQBUGZZARPSOABVZCGYUZUERBGBQWXBMUKBQOOFSUBMEOKNGXCFQLIADWGXWUNOETC, OMCGGRXULHLINYGYFCCYVGMZKDPIIJAYBXJKEILPHDIDNAKPKZFGKVDTKZXXOBDKVNXTWPGLOZURJMFPGFDWXNCL
FQGMFCEJJJKXVTXSYSJBZNCUAIPQPGOZJVMQGARRQTZ, ITJPIFHMMMNAYWAVBVMECQFXDLSTSJRCMYPTJDUUTWC
TTIAJXOXLBWNBLTJUEZZYJLALXJONPVRQOFZPUFIATJHRJFLKRDFYASEJPCFHQXXFYXPKBPKVMYWPRMYBQR, VVKCLZQZNDYPDNVLWGBBALNCNZLQPRXTSQHBRWHKCVLJTLHNMTFHACUGLREHJSZZHAZRMDRMXOAYRTOADST
ENIUCZZNVSSGSIFVNRYZLNYSNLMYCEBZEJVGLADAUMEWPAREVZBAWTNNENTXNMTMIKKWTWXR, LUPBJGGUCZZNZPMCUYFGSUFZUSTFJLIGLQCNSHKHBTLDWHYLCGIHDAUULUAEUTATPRRDADEY
VNPHHOVAOTDRXPSVHBQQRYDPRTXNPHRVIGZCFDSWP, FXZRRYFKYDNBHZCFRLAABINZBDHXZRBFSQJMPNCGZ
FSJKDQOWOSYJOCNDIPJNOIDVNDFUJZOJOCIIVAJMIEMKDNLXMYSLUQQQQPZPFDHMCSRPAZSDN, YLCDWJHPHLRCHVGWBICGHBWOGWYNCSHCHVBBOTCFBXFDWGEQFRLENJJJJISIYWAFVLKITSLWG
LHMBPRSFBZJVQBHNHBN, IEJYMOPCYWGSNYEKEYK
MKUHLQRZBGAKPJPYQEHQGEDSOZEEUTNAFYVIAUCFJZVJIANLDMVNGDLKVNKCEWZJGDWIEXNSKLGUYNLWSLYHSFQXIPWQDKRHIHKICSNETHHBKXFLYUBZTVTVDTRPSQ, OMWJNSTBDICMRLRASGJSIGFUQBGGWVPCHAXKCWEHLBXLKCPNFOXPIFNMXPMEGYBLIFYKGZPUMNIWAPNYUNAJUHSZKRYSFMTJKJMKEUPGVJJDMZHNAWDBVXVXFVTRUS
FBZPMBPWOYWASMNFIENNRZGWSMJBBLGFHRPYKMPQQREFXYRGZGWNPTDANOIFFOSBUELUDRWPCZTQ, FBZPMBPWOYWASMNFIENNRZGWSMJBBLGFHRPYKMPQQREFXYRGZGWNPTDANOIFFOSBUELUDRWPCZTQ
DOMLLJQKZZVYWHCTCUWHM, ZKIHHFMGVVRUSDYPYQSDI
YXLYLKNACBADJOXXNTWBTIOVXVMBVYJDAOZPLWPPNDUIXY, JIWJWVYLNMLOUZIIYEHMETZGIGXMGJUOLZKAWHAAYOFTIJ
QLTXWDQYNKYKSCIQRBOIMSNLW, PKSWVCPXMJXJRBHPQANHLRMKV
HKRBJRNSFLQKZOADVVDWESZCNVYOZMRODTQMKLFFZTJKHDVPLHFAFXSOUTX, NQXHPXTYLRWQFUGJBBJCKYFITBEUFSXUJZWSQRLLFZPQNJBVRNLGLDYUAZD
HGYWOEGUPLGBYCESTIVTVCP, RQIGYOQEZVQLIMOCDSFDFMZ
VYXZBFTBTFRWXPDTDXUEJIIKXUYNBVLANIUJRBDZVBXEWATWHOGOUAVZFDVCOZIDMAMGLEMCTPBEHEXGCLEHFPDFAONNSMT, VYXZBFTBTFRWXPDTDXUEJIIKXUYNBVLANIUJRBDZVBXEWATWHOGOUAVZFDVCOZIDMAMGLEMCTPBEHEXGCLEHFPDFAONNSMT
PDGTRHGOPIFONFBMOIBSOCDVFQOHMD, AORECSRZATQZYQMXZTMDZNOGQBZSXO
UFQIRIJWQYDSFCBCEDWJTGTCCAGWOMXILKFZCURHRUCTYIOHELNVVGVENGJPTMSFGPMCISNNWVRJMHJRUCXYVFVIKVETPBEJTQR, WHSKTKLYSAFUHEDEGFYLVIVEECIYQOZKNMHBEWTJTWEVAKQJGNPXXIXGPILRVOUHIROEKUPPYXTLOJLTWEZAXHXKMXGVRDGLVST
GQCHARNKOIFLAXDUUEOWMSCKCCNCCYNTUBXZIIKNKEIVCIQQRMCJSREANEMBQRKFOLTBIREWXBZTGKPKZGPYFIFKLYATZPTKNNZTXAXDSJ, UEQVOFBYCWTZOLRIISCKAGQYQQBQQMBHIPLNWWYBYSWJQWEEFAQXGFSOBSAPEFYTCZHPWFSKLPNHUYDYNUDMTWTYZMOHNDHYBBNHLOLRGX
UJIPSNBFARSRDWOPMQXPRERJIXOJPANPGALYNAKQBMXZCKMMJZIRIABVM, BQPWZUIMHYZYKDVWTXEWYLYQPEVQWHUWNHSFUHRXITEGJRTTQGPYPHICT
DJGFAVBWDPNTRJTTHDPCZCWSDCRGNARF, NTQPKFLGNZXDBTDDRNZMJMGCNMBQXKBP
LJLVWLIZCGANYPKSUGARXLZM, PNPZAPMDGKERCTOWYKEVBPDQ
YROZTVHURRHZNIDKUFPQNVEICCTIZSTSSNHKZFTXZYQCDCSUHPJKZJSMOTQZKPCGGTZYKLBHLRSG, TMJUOQCPMMCUIDYFPAKLIQZDXXODUNONNICFUAOSUTLXYXNPCKEFUENHJOLUFKXBBOUTFGWCGMNB
QKBFTPTOVRAXXJPITPXBNBAARQWVWD, RLCGUQUPWSBYYKQJUQYCOCBBSRXWXE
XVPLVXAKWBRXNCZDTLHZAMOCGIMZOECETOQMMYQYBP, DBVRBDGQCHXDTIFJZRNFGSUIMOSFUKIKZUWSSEWEHV
FDSIOQVPCQFPJCRMJHZRGIZJLYOPZWHCQZCHTOJBLKRWWLJCUMSZKXTKZRPQBUVLCTQAQRDZKBUUSCRTZLKZFYCDNNJQLJEOCCRRM, BZOEKMRLYMBLFYNIFDVNCEVFHUKLVSDYMVYDPKFXHGNSSHFYQIOVGTPGVNLMXQRHYPMWMNZVGXQQOYNPVHGVBUYZJJFMHFAKYYNNI
QPHVQFZOEKDZNCVCFJNWPEFKAYJNHOUWETGHAPFADSYIWVFASCCMPYZYRMLEUMBOLMMDXDJDIAGSYNTUCJORJJXCEUAZCKWFZGECZJGTWHEUZSMPAJAY, KJBPKZTIYEXTHWPWZDHQJYZEUSDHBIOQYNABUJZUXMSCQPZUMWWGJSTSLGFYOGVIFGGXRXDXCUAMSHNOWDILDDRWYOUTWEQZTAYWTDANQBYOTMGJUDUS
FCNEE, AXIZZ
VXLNSHRFCKDNXVTETG, YAOQVKUIFNGQAYWHWJ
TXFCYPPGWCUTOSJRIJEXFUBBKPSEMDPQXLQTNNKSRVSHSIRZGUMDWNCKQMJTLEUDE, GKSPLCCTJPHGBFWEVWRKSHOOXCFRZQCDKYDGAAXFEIFUFVEMTHZQJAPXDZWGYRHQR
OFWAQNUCSKEVAKMXDDHHOYJRQGFZEZWTQGBJMGGNJALDEABXXEEXWTBOJTJFKQQOUMFODIFSWDCNHDMNJDAHIFLATRNCUKQAO, ZQHLBYFNDVPGLVXIOOSSZJUCBRQKPKHEBRMUXRRYULWOPLMIIPPIHEMZUEUQVBBZFXQZOTQDHONYSOXYUOLSTQWLECYNFVBLZ
ANMPNVGBQLOPTPVHRFVVJHAYRUSTQZMSMUZESXXROJBGSDNWZHRPESPJIRWBALEZOHGOZKOKHKNCNQVYWBFMFHIOARPXCHANEUPB, KXWZXFQLAVYZDZFRBPFFTRKIBECDAJWCWEJOCHHBYTLQCNXGJRBZOCZTSBGLKVOJYRQYJUYURUXMXAFIGLPWPRSYKBZHMRKXOEZL
PLSWKDZGD, RNUYMFBIF
YVVEEDWTYGHABTRQCTLFLHXRMOKWQKKPZROEKNZKHDCDMMTDQMRZHLCVZOTQMUHXEJAIUGPXVZTULFFCEHVVPRZZBOODINEXXJWVR, KHHQQPIFKSTMNFDCOFXRXTJDYAWICWWBLDAQWZLWTPOPYYFPCYDLTXOHLAFCYGTJQVMUGSBJHLFGXRROQTHHBDLLNAAPUZQJJVIHD
QSIWNGOPYHROTQWAHRDCWM, YAQEVOWXGPZWBYEIPZLKEU
D, E
UYENPBCAAVBTHUMUFWJTLUAVSDVXPBZCAUEZCLFEALJEETWNCVJOGFUHHTWJGOKGFZNWBHYAQPBG, AEKTVHIGGBHZNASALCPZRAGBYJBDVHFIGAKFIRLKGRPKKZCTIBPUMLANNZCPMUQMLFTCHNEGWVHM
PZHHCFRLABODLEUJYXQEYOOAGGJUOQ, TDLLGJVPEFSHPIYNCBUICSSEKKNYSU
IIATEOEQJYAOVTPYBOTQHNDSWUQCKZNAWZVJLJCGHUJXRHQOAFAKKQKTATZFJXXSAQESQLHGDRSV, JJBUFPFRKZBPWUQZCPURIOETXVRDLAOBXAWKMKDHIVKYSIRPBGBLLRLUBUAGKYYTBRFTRMIHESTW
LXZXBHSERUO, HTVTXDOANQK
EOPYXJNKCMOSWVZCVSHYNAHQITMGILTAPVIFHUQDEVPYOEDQPTLNSJIJDHAGWNBKHZURQCYEGUBUWHPIECCZLQETVWCMLYBTBIWPLEOVXVBPFWUKWKBMYAFXR, AKLUTFJGYIKOSRVYRODUJWDMEPICEHPWLREBDQMZARLUKAZMLPHJOFEFZDWCSJXGDVQNMYUACQXQSDLEAYYVHMAPRSYIHUXPXESLHAKRTRXLBSQGSGXIUWBTN
HQEEQLQYCXXWYBIJPQPPHXEAICCDEYSSGXBEETKWKHEQXOUIALJKQCLTE, KTHHTOTBFAAZBELMSTSSKAHDLFFGHBVVJAEHHWNZNKHTARXLDOMNTFOWH
QIHAYOBLHWDQDJYQTSWBYVWIMMYOJGU, UMLECSFPLAHUHNCUXWAFCZAMQQCSNKY
RCCVNNKXPKENPJWKAAWDQIDDLKHFYVJGZHJXSJQSKNGUUUJXVOENCOBHAQPJHWYLEDGCORDBIAZFAGLDOPTUGVUNFLX, EPPIAAXKCXRACWJXNNJQDVQQYXUSLIWTMUWKFWDFXATHHHWKIBRAPBOUNDCWUJLYRQTPBEQOVNMSNTYQBCGHTIHASYK
FVWRPPLOMTKQLGXAKEQMYDKOUYAQPVLZWAMNYVEHKRRRPQRMVCHTBOAZGKSVDCZMIGRSLKZO, NDEZXXTWUBSYTOFISMYUGLSWCGIYXDTHEIUVGDMPSZZZXYZUDKPBJWIHOSADLKHUQOZATSHW
TVOJKAOPTORLPDXMWYMIYWKEVSWMJDCGEIHWLSBRHOTVAPIMWAXYWSBSDCZBLIWUCBJEDMEDIBUWUSDFKNXVAO, VXQLMCQRVQTNRFZOYAOKAYMGXUYOLFEIGKJYNUDTJQVXCRKOYCZAYUDUFEBDNKYWEDLGFOGFKDWYWUFHMPZXCQ
QESXOHAGTTAADSRYGLZWXFXKJGYXMBGIYLTLNBGEMSTCCMBFCYBLCWUCFIFZIVJNXUNSRXLSGLUSPGUISQWSCUDAEUBCZDPKTIDASYZOMX, YMAFWPIOBBIILAZGOTHEFNFSROGFUJOQGTBTVJOMUABKKUJNKGJTKECKNQNHQDRVFCVAZFTAOTCAXOCQAYEAKCLIMCJKHLXSBQLIAGHWUF
YDUBHYJJTYYDAENEKXPVBQCNVOYMFJJYIRHVEAMKYNAHLSPPIURAXAHPMXRBACSEXOGKALOLICJKBMFRKNRLQKPHQIIJGLSQSMGVTISLFQUN, LQHOULWWGLLQNRARXKCIODPAIBLZSWWLVEUIRNZXLANUYFCCVHENKNUCZKEONPFRKBTXNYBYVPWXOZSEXAEYDXCUDVVWTYFDFZTIGVFYSDHA
SENHATKXGQGJFCRBBBVBUHTVPYVNFYWFC, RDMGZSJWFPFIEBQAAAUATGSUOXUMEXVEB
DHLGSKYBONGMUCAANAUNPM, HLPKWOCFSRKQYGEEREYRTQ
TFHAUPSPUNZHBDWQWGNKZOAPSHOTTIMCTTULKUSCQITFAJSXCYNOZVJQHDEHHIGXNZUSUNWPFKEJSARUUZKVMCOFQCAXEKZXYOHLJIH, TFHAUPSPUNZHBDWQWGNKZOAPSHOTTIMCTTULKUSCQITFAJSXCYNOZVJQHDEHHIGXNZUSUNWPFKEJSARUUZKVMCOFQCAXEKZXYOHLJIH
ABUVCBIGNRRXFPCNPKRGTJRMACAQDPBBQROMRNBADJSQDEVLNPIMKMOOYIYUTWZWQBRWZIWHYHDGWOPIMYLJCHXIQWY, HIBCJIPNUYYEMWJUWRYNAQYTHJHXKWIIXYVTYUIHKQZXKLCSUWPTRTVVFPFBADGDXIYDGPDOFOKNDVWPTFSQJOEPXDF
QUSYIYREXDBNLRNCNYZPJFBVPICQTGICQUSEEEQHMECITR, YCAGQGZMFLJVTZVKVGHXRNJDXQKYBOQKYCAMMMYPUMKQBZ
AWORWTJULELXZYSSGVXYRXULZIKNSBKNDZLIEOBDBCEXNUTA, SOGJOLBMDWDPRQKKYNPQJPMDRACFKTCFVRDAWGTVTUWPFMLS
AHFTKKQPMUXGJGCCIDUHUDMXPDGOHHBVKFZGOWWYDXUXG, UBZNEEKJGORADAWWCXOBOXGRJXAIBBVPEZTAIQQSXRORA
EVESOMHIUFXVUUPLDNXAMLDMUXIBMCZZEPZNLZGWMXZBHKLMNBCJAPKEFAUSMYRSDXFDOTWBULLKHHBHHTNGUXNHCWTKICDIQPHTMJBSEDHWQPVZEB, TKTHDBWXJUMKJJEASCMPBASBJMXQBROOTEOCAOVLBMOQWZABCQRYPEZTUPJHBNGHSMUSDILQJAAZWWQWWICVJMCWRLIZXRSXFEWIBYQHTSWLFEKOTQ
QJOGENAHYAONAAEVBJTQTALYWGSNHNAPYDKQZIBDENPKMHYBOUCBBFDBHTSXIZZYFCQKSUZXCYNOEBBIXROHTOZJLG, YRWOMVIPGIWVIIMDJRBYBITGEOAVPVIXGLSYHQJLMVXSUPGJWCKJJNLJPBAFQHHGNKYSACHFKGVWMJJQFZWPBWHRTO
WVBJLQJRTNUMKPTF, QPVDFKDLNHOGEJNZ
NQRDQLFYQXUJLNTTKRFGLQXKJKMURDKFYMCLFRACRTAPAJD, LOPBOJDWOVSHJLRRIPDEJOVIHIKSPBIDWKAJDPYAPRYNYHB
DVYGCUZRAOICTTOECIDTPFFQFIPQTYNCYJBJDQDDMDDYRPHANJBALPCQKGUKGMKQGXRQSOSOUFFNOTT, MEHPLDIAJXRLCCXNLRMCYOOZORYZCHWLHSKSMZMMVMMHAYQJWSKJUYLZTPDTPVTZPGAZBXBXDOOWXCC
NUXYKYFJJNTHJVIIRGEUGLUI, JQTUGUBFFJPDFREENCAQCHQE
FAFAPYKLZOOVRGPCGOQENAEMRBZZGCJIQBMOKMOXQZWYIWPXQTQLV, MHMHWFRSGVVCYNWJNVXLUHLTYIGGNJQPXITVRTVEXGDFPDWEXAXSC
